age,rf_all_ages,rf_age_le28
260,48.71573081056401,38.19375199884419
261,48.71573081056401,38.19375199884419
262,48.71573081056402,38.19375199884419
263,48.71573081056402,38.19375199884419
264,48.71573081056402,38.19375199884419
265,48.71573081056402,38.19375199884419
266,48.71573081056402,38.19375199884419
267,48.71573081056401,38.19375199884419
268,48.71573081056402,38.19375199884419
269,48.71573081056401,38.19375199884419
270,48.80731003386499,38.19375199884419
271,48.80731003386499,38.19375199884419
272,48.80731003386499,38.19375199884419
273,48.82233838337955,38.19375199884419
274,48.82233838337955,38.19375199884419
275,48.82233838337955,38.19375199884419
276,48.82233838337955,38.19375199884419
277,48.82233838337955,38.19375199884419
278,48.82233838337955,38.19375199884419
279,48.82233838337955,38.19375199884419
280,48.82233838337955,38.19375199884419
281,48.82233838337955,38.19375199884419
282,48.82233838337955,38.19375199884419
283,48.82233838337955,38.19375199884419
284,48.82233838337955,38.19375199884419
285,48.82233838337955,38.19375199884419
286,48.82233838337955,38.19375199884419
287,48.82233838337955,38.19375199884419
288,48.82233838337955,38.19375199884419
289,48.82233838337955,38.19375199884419
290,48.82233838337955,38.19375199884419
291,48.82233838337955,38.19375199884419
292,48.82233838337955,38.19375199884419
293,48.82233838337955,38.19375199884419
294,48.82233838337955,38.19375199884419
295,48.82233838337955,38.19375199884419
296,48.82233838337955,38.19375199884419
297,48.82233838337955,38.19375199884419
298,48.82233838337955,38.19375199884419
299,48.82233838337955,38.19375199884419
300,48.82233838337955,38.19375199884419
301,48.82233838337955,38.19375199884419
302,48.82233838337955,38.19375199884419
303,48.82233838337955,38.19375199884419
304,48.82233838337955,38.19375199884419
305,48.82233838337955,38.19375199884419
306,48.82233838337955,38.19375199884419
307,48.82233838337955,38.19375199884419
308,48.82233838337955,38.19375199884419
309,48.82233838337955,38.19375199884419
310,48.82233838337955,38.19375199884419
311,48.82233838337955,38.19375199884419
312,48.82233838337955,38.19375199884419
313,48.82233838337955,38.19375199884419
314,48.82233838337955,38.19375199884419
315,48.82233838337955,38.19375199884419
316,48.80200532512712,38.19375199884419
317,48.80200532512712,38.19375199884419
318,48.78034013095237,38.19375199884419
319,48.78034013095237,38.19375199884419
320,48.78034013095237,38.19375199884419
321,48.78034013095237,38.19375199884419
322,48.78034013095236,38.19375199884419
323,48.78034013095237,38.19375199884419
324,48.78034013095237,38.19375199884419
325,48.78034013095237,38.19375199884419
326,48.78034013095237,38.19375199884419
327,48.78034013095237,38.19375199884419
328,48.78034013095237,38.19375199884419
329,48.78034013095237,38.19375199884419
330,48.78034013095237,38.19375199884419
331,48.78034013095237,38.19375199884419
332,48.78034013095237,38.19375199884419
333,48.78034013095237,38.19375199884419
334,48.78034013095237,38.19375199884419
335,48.78034013095237,38.19375199884419
336,48.78034013095237,38.19375199884419
337,48.78034013095237,38.19375199884419
338,48.78034013095237,38.19375199884419
339,48.78034013095237,38.19375199884419
340,48.78034013095237,38.19375199884419
341,48.78034013095237,38.19375199884419
342,48.78034013095237,38.19375199884419
343,48.78034013095237,38.19375199884419
344,48.78034013095237,38.19375199884419
345,48.78034013095237,38.19375199884419
346,48.78034013095237,38.19375199884419
347,48.78034013095237,38.19375199884419
348,48.78034013095237,38.19375199884419
349,48.78034013095237,38.19375199884419
350,48.78034013095237,38.19375199884419
351,48.78034013095237,38.19375199884419
352,48.78034013095237,38.19375199884419
353,48.78034013095237,38.19375199884419
354,48.78034013095237,38.19375199884419
355,48.78034013095237,38.19375199884419
356,48.78034013095237,38.19375199884419
357,48.78034013095237,38.19375199884419
358,48.78034013095237,38.19375199884419
359,48.78034013095237,38.19375199884419
360,48.78034013095237,38.19375199884419
361,48.78034013095237,38.19375199884419
362,48.78034013095237,38.19375199884419
363,48.72988551930189,38.19375199884419
364,48.72988551930189,38.19375199884419
365,48.72988551930189,38.19375199884419
