model,3,7,14,28,56,90,180+
LR,-2.3744764808477825,0.4191038403801113,0.7105688664137344,0.4598782166335756,0.1826303991422707,0.2044279384575452,-33.43599111005251
MLP,0.057027814018513,0.7592494522264336,0.4643028518500078,0.5259275123862611,0.8245726089067462,0.7110257929941799,-8.095429941237834
RF,-0.1022131218927868,0.5495826320166715,-0.3704271846397994,0.3583790725285176,0.7309579759195363,0.8420843702577777,0.7505870549770708
XGB,-0.1429308000520223,0.5609882029970423,0.5079376235829418,0.4141768216280457,0.7369613071531594,0.8860953760151343,0.8783174154985939
